File	Signal length	Compressed Size
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch166_read24226_strand.fast5	599843	238179
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch295_read46364_strand.fast5	574235	228018
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch129_read34886_strand.fast5	829144	326393
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch480_read24750_strand.fast5	239265	88887
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch388_read930_strand.fast5	450684	178372
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch256_read59348_strand.fast5	464251	162432
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch260_read19566_strand.fast5	656733	237312
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch122_read14345_strand.fast5	647823	240497
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch240_read2269_strand.fast5	480010	189961
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch152_read57007_strand.fast5	720019	265891
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch193_read41095_strand.fast5	244492	91763
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch275_read6870_strand.fast5	227611	89351
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch367_read8438_strand.fast5	500376	190249
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch72_read25873_strand.fast5	436376	177472
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch231_read20918_strand.fast5	621485	227269
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch116_read57370_strand.fast5	435033	162960
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch235_read27344_strand.fast5	315794	119949
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch22_read13600_strand.fast5	231030	96358
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch231_read34664_strand.fast5	370678	124244
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch102_read51583_strand.fast5	244026	94775
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch228_read24580_strand.fast5	474430	190055
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch85_read15470_strand.fast5	282369	116435
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch147_read17407_strand.fast5	534150	203664
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch106_read17989_strand.fast5	309519	118975
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch97_read7810_strand.fast5	519314	198461
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch400_read33150_strand.fast5	428394	148815
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch242_read22865_strand.fast5	243530	93168
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch159_read13126_strand.fast5	232345	90258
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch447_read13054_strand.fast5	221639	85024
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch356_read108017_strand.fast5	248668	95480
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch490_read4720_strand.fast5	394457	153171
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch253_read9376_strand.fast5	292147	111173
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch479_read7202_strand.fast5	345840	133641
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch222_read40993_strand.fast5	316535	118991
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch329_read26704_strand.fast5	193888	81255
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch313_read29533_strand.fast5	278869	109333
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch235_read70928_strand.fast5	357038	123401
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch7_read28561_strand.fast5	288328	111085
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch193_read24335_strand.fast5	256126	99258
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch389_read14239_strand.fast5	489790	183415
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch37_read28100_strand.fast5	511641	190722
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch249_read89054_strand.fast5	324112	123919
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch72_read25085_strand.fast5	395394	153845
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch59_read20888_strand.fast5	229925	91392
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch277_read44907_strand.fast5	310688	108323
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch355_read54797_strand.fast5	516126	189177
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch344_read37686_strand.fast5	249160	92891
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch246_read26807_strand.fast5	269837	105949
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch169_read14488_strand.fast5	243902	101538
