File	Signal length	Compressed Size
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch166_read24226_strand.fast5	599843	185646
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch295_read46364_strand.fast5	574235	181444
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch129_read34886_strand.fast5	829144	244873
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch480_read24750_strand.fast5	239265	71201
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch388_read930_strand.fast5	450684	138080
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch256_read59348_strand.fast5	464251	131236
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch260_read19566_strand.fast5	656733	189727
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch122_read14345_strand.fast5	647823	188941
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch240_read2269_strand.fast5	480010	149211
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch152_read57007_strand.fast5	720019	205842
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch193_read41095_strand.fast5	244492	71425
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch275_read6870_strand.fast5	227611	67988
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch367_read8438_strand.fast5	500376	146780
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch72_read25873_strand.fast5	436376	142193
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch231_read20918_strand.fast5	621485	182240
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch116_read57370_strand.fast5	435033	129226
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch235_read27344_strand.fast5	315794	96290
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch22_read13600_strand.fast5	231030	73269
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch231_read34664_strand.fast5	370678	96157
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch102_read51583_strand.fast5	244026	72220
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch228_read24580_strand.fast5	474430	149243
5210_N128870_20170602_FN_MN20200_sequencing_run_sample_id_99953_ch85_read15470_strand.fast5	282369	89275
